session_id	block3	block5	pooledSD	D_Score	gender	politicalid	raceethnic	citizenship	age	d	block3Cond	thermoBlack	thermoWhite	semanticBeautyBlack	semanticGoodBlack	semanticHonestBlack	semanticPleasantBlack	semanticBeautyWhite	semanticGoodWhite	semanticHonestWhite	semanticPleasantWhite	exp_check1	exp_check2	exp_check3	exp_check4	learnCond	order	expBlack	expWhite	expDiff
14253351	962.5	748.6	366.714489	0.583287561	Female	NA	Black	us	30	-0.58	"White Names/Unpleasant Words,Black Names/Pleasant Words"	53	11	19	19	17	16	1	18	17	15	All of the black americans were successful and all of the white americans were convicts of some sort.	Those who are admired are convicted felons or have engaged in some type of domestic terrorism	1	2	Experimental	Incongruent first	24.8	12.4	-12.4
14253361	1228.8	1495.7	863.1286848	0.309223879	Male	Strongly liberal	White	us	54	-0.31	"Black Names/Unpleasant Words,White Names/Pleasant Words"	0	-2	0	1	0	-1	0	0	0	1	"All, or mostly, infamous criminals."	Famous individuals who were black were admired.  Famous individuals who were white were disliked.	1	1	Experimental	Congruent first	0	-0.2	-0.2
14253373	921.575	948.925	353.1790345	-0.077439478	Female	Neutral	White	us	44	0.08	"White Names/Unpleasant Words,Black Names/Pleasant Words"	25	41	40	47	42	91	43	-1	22	44	NA	NA	NA	NA	Control	Incongruent first	49	29.8	-19.2
14253448	1227.1	881.45	654.1841953	0.528368008	Female	Slightly conservative	White	us	20	-0.52	"Black Names/Pleasant Words,White Names/Unpleasant Words"	58	71	90	5	53	18	39	-1	8	1	NA	NA	NA	NA	Control	Incongruent first	44.8	23.6	-21.2
14253466	1413.875	1012.3	627.4506223	0.640010522	Female	Moderately conservative	White	us	19	-0.62	"White Names/Unpleasant Words,Black Names/Pleasant Words"	2	1	-2	-3	0	-2	-5	-3	-2	-3	NA	NA	NA	NA	Control	Incongruent first	-1	-2.4	-1.4
14253504	1637.15	1198.55	1084.300849	0.404500283	Male	Moderately liberal	White	us	45	-0.4	"White Names/Unpleasant Words,Black Names/Pleasant Words"	5	3	-1	2	-1	-2	-4	-2	-3	0	The famous American individuals were African American	The famous Americans who are generally disliked were all white.	1	1	Experimental	Incongruent first	0.6	-1.2	-1.8
14253508	1304.075	995.325	495.2771478	0.623388342	Female	Neutral	White	us	25	-0.6	"Black Names/Pleasant Words,White Names/Unpleasant Words"	2	4	0	1	1	1	2	1	1	1	NA	NA	NA	NA	Control	Incongruent first	1	1.8	0.8
14253513	859.45	1204.975	500.5407378	0.690303454	Male	Moderately liberal	Asian	us	20	-0.68	"White Names/Pleasant Words,Black Names/Unpleasant Words"	48	-57	1	37	13	15	0	-15	-14	-15	NA	NA	NA	NA	Control	Congruent first	22.8	-20.2	-43
14253547	970.925	880.85	432.4636809	-0.208283387	Female	Moderately liberal	White	us	69	0.19	"White Names/Pleasant Words,Black Names/Unpleasant Words"	69	71	2	76	-2	3	3	1	73	-1	NA	NA	NA	NA	Control	Congruent first	29.6	29.4	-0.2
14253585	909.525	1030.275	519.4557912	-0.232454815	Female	Neutral	Middle Eastern	us	29	0.23	"White Names/Unpleasant Words,Black Names/Pleasant Words"	-2	-2	-2	-1	1	-1	-2	-2	-2	-2	NA	NA	NA	NA	Control	Incongruent first	-1	-2	-1
14253610	854.4	1215.7	547.5827872	0.659808906	Male	Strongly conservative	White	us	30	-0.66	"White Names/Pleasant Words,Black Names/Unpleasant Words"	45	4	1	-2	41	1	-1	0	3	2	NA	NA	NA	NA	Control	Congruent first	17.2	1.6	-15.6
14253622	1724.9	1833.05	624.5865868	0.173154535	Male	Neutral	White	us	40	-0.11	"White Names/Pleasant Words,Black Names/Unpleasant Words"	6	-33	0	0	1	-1	-56	-10	-12	-18	NA	NA	NA	NA	Control	Congruent first	1.2	-25.8	-27
14253634	825.8	1172.692308	506.1174714	0.6853988	Female	Moderately conservative	White	us	21	-0.67	"Black Names/Unpleasant Words,White Names/Pleasant Words"	1	100	-1	-19	-2	-34	48	-1	2	0	NA	NA	NA	NA	Control	Congruent first	-11	29.8	40.8
14253727	735.3	1010.05	321.8182825	0.853742671	Female	Moderately conservative	White	us	39	-0.81	"White Names/Pleasant Words,Black Names/Unpleasant Words"	5	4	-18	-27	-1	-18	5	2	5	9	NA	NA	NA	NA	Control	Congruent first	-11.8	5	16.8
14253730	692.9	675.675	334.0517353	-0.051563869	Female	Moderately liberal	Multiracial	us	26	0.05	"Black Names/Unpleasant Words,White Names/Pleasant Words"	98	24	99	0	11	20	66	-1	10	13	NA	NA	NA	NA	Control	Congruent first	45.6	22.4	-23.2
14253737	1108.175	1303.05	507.0488827	0.384331781	Female	Moderately liberal	White	us	27	-0.38	"Black Names/Unpleasant Words,White Names/Pleasant Words"	21	-7	4	-2	-1	-1	-1	0	-1	-1	NA	NA	NA	NA	Control	Congruent first	4.2	-2	-6.2
14253750	1402.975	1167.475	1220.744502	-0.192915061	Female	Strongly liberal	White	us	23	0.19	"White Names/Pleasant Words,Black Names/Unpleasant Words"	100	-9	68	30	22	24	-1	-3	-13	-13	There were a few I haven't heard of and the others were very familiar.	Yes the disliked individuals were mostly white men that did horrible things.	2	1	Experimental	Congruent first	48.8	-7.8	-56.6
14253784	795.9	795.475	219.9365037	0.001932376	Female	Strongly liberal	White	us	21	0	"White Names/Unpleasant Words,Black Names/Pleasant Words"	36	45	72	16	11	21	81	5	15	8	NA	NA	NA	NA	Control	Incongruent first	31.2	30.8	-0.4
14253790	1350.675	1877.55	716.9098595	0.73492503	Female	Neutral	White	us	67	-0.73	"White Names/Pleasant Words,Black Names/Unpleasant Words"	77	63	2	2	0	0	0	-1	2	-2	bad people	no	1	1	Experimental	Congruent first	16.2	12.4	-3.8
14253810	577.075	817.45	301.4560758	0.797379848	Female	Strongly conservative	White	us	41	-0.79	"White Names/Pleasant Words,Black Names/Unpleasant Words"	-18	9	-1	90	49	23	34	10	71	32	They were all men.	The white men were all bad and the black men were all good.	1	1	Experimental	Congruent first	28.6	31.2	2.6
14253819	1238.2	1325.3	510.8501849	0.170500085	Female	Slightly liberal	White	us	39	-0.17	"White Names/Pleasant Words,Black Names/Unpleasant Words"	1	-3	74	87	-2	1	0	-48	-15	-2	NA	NA	NA	NA	Control	Congruent first	32.2	-13.6	-45.8
14253820	1405.8	913.725	611.2767764	0.804995411	Female	Moderately liberal	Asian	us	16	-0.85	"Black Names/Pleasant Words,White Names/Unpleasant Words"	25	-38	0	4	2	10	-1	-11	-4	-1	NA	NA	NA	NA	Control	Incongruent first	8.2	-11	-19.2
14253826	753.35	1078.85	439.9540713	0.739849955	Female	Moderately liberal	Multiracial	us	16	-0.72	"Black Names/Unpleasant Words,White Names/Pleasant Words"	100	100	100	100	100	100	100	100	100	100	NA	NA	NA	NA	Control	Congruent first	100	100	0
14253852	1040.95	2048.55	1129.273234	0.892255275	Other	Strongly liberal	White	us	36	-0.86	"White Names/Pleasant Words,Black Names/Unpleasant Words"	69	16	83	2	18	-1	75	-7	5	-2	NA	NA	NA	NA	Control	Congruent first	34.2	17.4	-16.8
14253870	978.025	1076.2	518.2021744	0.189453084	Male	Slightly liberal	Multiracial	us	16	-0.18	"White Names/Pleasant Words,Black Names/Unpleasant Words"	12	14	5	12	13	13	5	11	11	12	NA	NA	NA	NA	Control	Congruent first	11	10.6	-0.4
14253892	794.725	809.95	584.0400962	-0.026068416	Male	Slightly liberal	White	us	21	0.03	"Black Names/Pleasant Words,White Names/Unpleasant Words"	99	98	99	0	-1	44	0	0	-1	36	NA	NA	NA	NA	Control	Incongruent first	48.2	26.6	-21.6
14253954	1244.15	740.325	687.3843883	0.73295962	Female	Slightly liberal	White	us	35	-0.72	"Black Names/Pleasant Words,White Names/Unpleasant Words"	-2	0	-6	-2	-2	1	-4	-3	1	1	All white americans were criminals of some sort. All black americans were famous or intelligent	The admired individuals were black americans. The disliked individuals were white americans.	1	1	Experimental	Incongruent first	-2.2	-1	1.2
14254013	869.6	1145.575	465.7883393	0.592490143	Female	Slightly liberal	White	us	56	-0.59	"Black Names/Unpleasant Words,White Names/Pleasant Words"	71	47	45	44	46	45	33	51	2	17	NA	NA	NA	NA	Control	Congruent first	50.2	30	-20.2
14254056	1262.725	1065.6	845.464406	0.233155883	Male	Moderately conservative	White	us	18	-0.23	"Black Names/Pleasant Words,White Names/Unpleasant Words"	71	76	46	92	93	89	90	94	93	89	NA	NA	NA	NA	Control	Incongruent first	78.2	88.4	10.2
14254074	1090.05	1500.5	516.1675956	0.795187461	Male	Slightly conservative	White	us	54	-0.75	"White Names/Pleasant Words,Black Names/Unpleasant Words"	-4	10	-1	-2	-1	-1	-3	0	0	-2	NA	NA	NA	NA	Control	Congruent first	-1.8	1	2.8
14254107	1494.5	1502.325	723.1553345	-0.010820635	Female	Moderately liberal	Middle Eastern	us	29	0.01	"Black Names/Pleasant Words,White Names/Unpleasant Words"	47	-2	-1	-1	-1	-1	0	-1	-1	-1	NA	NA	NA	NA	Control	Incongruent first	8.6	-1	-9.6
14254145	811.325	1230.725	542.3235518	0.773339086	Male	Moderately liberal	Asian	us	55	-0.77	"White Names/Pleasant Words,Black Names/Unpleasant Words"	5	10	5	3	1	4	9	3	7	5	NA	NA	NA	NA	Control	Congruent first	3.6	6.8	3.2
14254147	985.775	824.5	655.0862103	0.246188971	Female	Moderately liberal	White	us	20	-0.24	"White Names/Unpleasant Words,Black Names/Pleasant Words"	-3	-1	56	59	57	61	55	57	50	55	NA	NA	NA	NA	Control	Incongruent first	46	43.2	-2.8
14254227	1096.575	1179.6	1095.090982	-0.075815618	Female	Moderately conservative	White	us	22	0.08	"Black Names/Pleasant Words,White Names/Unpleasant Words"	-5	-2	-1	0	0	-1	-1	0	0	-1	NA	NA	NA	NA	Control	Incongruent first	-1.4	-0.8	0.6
14254416	1120.3	1581.775	701.6499261	0.657699777	Male	Neutral	Hispanic	us	19	-0.65	"Black Names/Unpleasant Words,White Names/Pleasant Words"	-1	-5	27	0	2	1	-1	1	2	2	NA	NA	NA	NA	Control	Congruent first	5.8	-0.2	-6
14254430	595.5	956.675	422.9121222	0.854019029	Male	Strongly liberal	Multiracial	us	19	-0.82	"White Names/Pleasant Words,Black Names/Unpleasant Words"	2	2	31	0	46	38	0	1	32	21	NA	NA	NA	NA	Control	Congruent first	23.4	11.2	-12.2
14254437	986.425	1608.275	812.6785545	0.765185689	Female	Slightly conservative	Hispanic	us	35	-0.76	"Black Names/Unpleasant Words,White Names/Pleasant Words"	-30	48	-2	-65	-46	49	99	99	0	98	NA	NA	NA	NA	Control	Congruent first	-18.8	68.8	87.6
14254439	784.475	906.8	377.2484741	0.324255785	Female	Slightly liberal	White	us	18	-0.32	"White Names/Pleasant Words,Black Names/Unpleasant Words"	100	27	100	12	-14	52	74	-11	12	1	NA	NA	NA	NA	Control	Congruent first	50	20.6	-29.4
14254450	1143.825	1334.175	683.2784335	0.278583357	Male	Slightly liberal	Hispanic	us	22	-0.27	"White Names/Pleasant Words,Black Names/Unpleasant Words"	2	-3	-2	1	0	0	-1	0	1	-2	NA	NA	NA	NA	Control	Congruent first	0.2	-1	-1.2
14254475	709.8	631.475	166.7926966	0.469594902	Female	Moderately liberal	White	us	22	-0.47	"Black Names/Pleasant Words,White Names/Unpleasant Words"	44	-56	80	73	35	11	65	-59	-57	27	The Black individuals were positive historical figures who have been regarded with high esteem. The white individuals were criminals.	"Generally admired individuals were Black. Generally disliked individuals were white, had committed a crime."	1	1	Experimental	Incongruent first	48.6	-16	-64.6
14254481	2066.15	1312.487179	1384.193352	0.544477995	Female	Neutral	Asian	us	22	-0.53	"White Names/Unpleasant Words,Black Names/Pleasant Words"	100	85	97	98	96	95	-2	-4	2	2	I did not notice anything super out of the ordinary with the famous American individuals who were presented during the initial task. I just noticed they were popular actors.	The African American famous individuals were more generally admired compared to the famous individuals who are white.	1	1	Experimental	Incongruent first	97.2	16.6	-80.6
14254482	1145.125	687.825	554.4731329	0.824746905	Male	Neutral	Black	us	28	-0.81	"White Names/Unpleasant Words,Black Names/Pleasant Words"	33	32	50	51	53	51	51	47	52	52	NA	NA	NA	NA	Control	Incongruent first	47.6	46.8	-0.8
14254495	1026.175	1031.175	443.6279024	-0.011270707	Male	Moderately liberal	Multiracial	us	18	0.01	"Black Names/Pleasant Words,White Names/Unpleasant Words"	72	-17	41	55	-1	22	-1	-29	0	0	NA	NA	NA	NA	Control	Incongruent first	37.8	-9.4	-47.2
14254617	2388.175	1721.025	1124.978094	0.59303377	Female	Strongly liberal	Hispanic	us	73	-0.59	"Black Names/Pleasant Words,White Names/Unpleasant Words"	-1	1	23	0	0	1	1	-2	0	1	"Black individuals were all men & most were law abiding, altruistic. White individuals were also all male & most were dangerous & criminals."	I think most of the individuals who were disliked were shown in  poorer quality photos (blurry) & had neutral or mean facial expressions	1	1	Experimental	Incongruent first	4.6	0.2	-4.4
14254623	685.7	897.6	222.3661082	-0.952932988	Female	Moderately liberal	Asian	us	18	0.93	"White Names/Unpleasant Words,Black Names/Pleasant Words"	13	14	0	9	10	9	0	8	0	0	NA	NA	1	1	Experimental	Incongruent first	8.2	4.4	-3.8
14254669	1063.447368	1156.525	658.4222532	0.14136465	Female	Moderately liberal	Multiracial	us	20	-0.14	"White Names/Pleasant Words,Black Names/Unpleasant Words"	100	-99	99	-1	-1	99	0	-8	-1	-46	All of them were criminals	yes I did	2	3	Experimental	Congruent first	59.2	-30.8	-90
14254709	1684.025	1445.8	949.3306129	0.250939975	Female	Neutral	Multiracial	us	53	-0.25	"Black Names/Pleasant Words,White Names/Unpleasant Words"	99	98	-1	-2	-2	-3	-2	39	-2	-1	criminals where white activists where black	the disliked ones were white	1	1	Experimental	Incongruent first	18.2	26.4	8.2
14254728	1332.15	1105.275	408.8477849	0.55491312	Female	Neutral	White	us	44	-0.55	"White Names/Unpleasant Words,Black Names/Pleasant Words"	3	4	0	-2	2	4	0	-1	0	-1	a little bit of younger not currently age	more black than white	1	1	Experimental	Incongruent first	1.4	0.4	-1
14254777	1315.45	1141.5	855.4686328	0.203338841	Female	Slightly liberal	White	us	17	-0.2	"Black Names/Pleasant Words,White Names/Unpleasant Words"	100	100	99	-1	1	-1	98	0	-1	0	NA	NA	NA	NA	Control	Incongruent first	39.6	39.4	-0.2
14254841	1143.3	964.225	445.8631579	0.401636683	Female	Moderately liberal	White	us	43	-0.38	"White Names/Unpleasant Words,Black Names/Pleasant Words"	8	39	98	0	90	56	94	0	90	50	NA	NA	NA	NA	Control	Incongruent first	50.4	54.6	4.2
14254845	910.075	728.95	397.5234407	-0.455633508	Other	Strongly liberal	Asian	us	20	0.44	"Black Names/Unpleasant Words,White Names/Pleasant Words"	39	-53	0	15	9	14	0	-11	-64	-79	No criminals?	"Lot's of the individuals that are disliked were white, while people that were admired were black."	1	1	Experimental	Congruent first	15.4	-41.4	-56.8
14254860	712.75	947.6	306.9601374	0.765083056	Male	Moderately conservative	White	us	36	-0.76	"Black Names/Unpleasant Words,White Names/Pleasant Words"	-1	-5	-1	0	-2	-2	-1	0	-1	-2	no	yes	1	1	Experimental	Congruent first	-1.2	-1.8	-0.6
14254879	717.575	747.975	194.0903466	0.156628089	Female	Strongly liberal	White	us	55	-0.16	"White Names/Pleasant Words,Black Names/Unpleasant Words"	56	43	3	1	0	0	0	-2	0	-3	The black Americans were mostly entertainers.  The white Americans were mostly criminals	All of the black men were generally admired.  All of the white men were generally disliked	1	1	Experimental	Congruent first	12	7.6	-4.4
14255081	910.075	735.975	424.3080734	0.410315077	Male	Neutral	Multiracial	us	19	-0.41	"White Names/Unpleasant Words,Black Names/Pleasant Words"	100	61	100	100	100	100	1	-12	-1	-15	The different famous and well known White and African Americans from U.S History.	Yes that most Famous White individuals were reported as Criminals.	2	1	Experimental	Incongruent first	100	6.8	-93.2
14255281	1414.45	1616.475	860.8713564	-0.234675017	Female	Neutral	Black	us	54	0.23	"White Names/Unpleasant Words,Black Names/Pleasant Words"	51	-38	93	82	33	43	87	91	-28	-11	NA	NA	NA	NA	Control	Incongruent first	60.4	20.2	-40.2
14255286	1437.95	1265.25	1056.388649	0.163481499	Male	Moderately liberal	White	us	69	-0.16	"White Names/Unpleasant Words,Black Names/Pleasant Words"	3	32	10	-1	0	-1	1	-16	-19	1	The whites were infamous and the blacks famous	Blacks were famous	1	1	Experimental	Incongruent first	2.2	-0.2	-2.4
14255363	929.25	1028.9	454.1766169	-0.219408037	Female	Moderately liberal	Black	us	55	0.22	"Black Names/Pleasant Words,White Names/Unpleasant Words"	84	76	0	-1	-4	2	-2	-1	3	-3	NA	NA	NA	NA	Control	Incongruent first	16.2	14.6	-1.6
14255457	1170.55	947.55	772.3827001	-0.288716979	Female	Strongly liberal	White	us	44	0.29	"White Names/Pleasant Words,Black Names/Unpleasant Words"	100	100	93	95	93	89	81	86	94	49	NA	NA	NA	NA	Control	Congruent first	94	82	-12
14255487	715.575	1231	449.814776	1.145860535	Female	Moderately liberal	White	us	55	-1.13	"Black Names/Unpleasant Words,White Names/Pleasant Words"	25	25	15	15	12	13	12	14	13	12	All were men	Race; white men shown were known for bad things	1	1	Experimental	Congruent first	16	15.2	-0.8
14255521	1523.775	1196.075	553.7456752	0.591787918	Male	Slightly liberal	White	us	58	-0.59	"Black Names/Pleasant Words,White Names/Unpleasant Words"	36	27	37	82	52	46	63	65	55	69	no	no	2	1	Experimental	Incongruent first	50.6	55.8	5.2
14255525	1343.925	2175.540541	1452.715729	0.572455797	Female	Moderately conservative	Black	us	22	-0.56	"White Names/Pleasant Words,Black Names/Unpleasant Words"	100	-61	100	5	24	57	-74	-86	-69	-79	NA	NA	NA	NA	Control	Congruent first	57.2	-73.8	-131
14255546	698.975	993.725	244.6013083	1.205022173	Female	Moderately conservative	White	us	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Experimental	Congruent first	NA	NA	NA
14255559	649.55	1023.6	455.9149592	0.820438094	Male	Strongly conservative	White	us	31	-0.81	"Black Names/Unpleasant Words,White Names/Pleasant Words"	-3	-5	-2	-1	-2	-6	2	3	-2	1	no	no	2	3	Experimental	Congruent first	-2.8	-0.2	2.6
14255593	973.35	1521.4	973.8266081	0.562779858	Female	Neutral	Black	us	53	-0.56	"White Names/Pleasant Words,Black Names/Unpleasant Words"	86	87	3	3	1	3	4	1	2	4	White were criminials	They were black	1	1	Experimental	Congruent first	19.2	19.6	0.4
14255606	708.075	797.1	221.1258702	0.402598755	Female	Neutral	White	us	27	-0.4	"White Names/Pleasant Words,Black Names/Unpleasant Words"	47	37	97	98	97	99	100	99	96	96	They were criminals	They were white	1	1	Experimental	Congruent first	87.6	85.6	-2
14255638	737.375	1035.9	358.9138412	0.831745577	Female	Strongly liberal	White	us	41	-0.81	"White Names/Pleasant Words,Black Names/Unpleasant Words"	88	18	93	0	-1	-1	0	-28	-1	2	They were all men	The white men presented were all generally disliked	1	1	Experimental	Congruent first	35.8	-1.8	-37.6
14255645	1101.1	963.575	395.9054658	0.347368278	Female	Neutral	White	us	36	-0.34	"White Names/Unpleasant Words,Black Names/Pleasant Words"	73	83	0	100	-2	100	100	2	-4	-1	No	Black were celebrities/politicians and white were serial killers	1	1	Experimental	Incongruent first	54.2	36	-18.2
14255649	1275.025	1089.175	617.9603568	-0.300747448	Female	Moderately liberal	Black	us	58	0.3	"Black Names/Unpleasant Words,White Names/Pleasant Words"	-58	-58	93	48	35	89	-77	-84	-91	-57	NA	NA	NA	NA	Control	Congruent first	41.4	-73.4	-114.8
14255712	2169.921053	1046.5	1336.439785	0.84060731	Female	Moderately conservative	White	us	31	-0.82	"Black Names/Pleasant Words,White Names/Unpleasant Words"	1	-5	17	1	0	0	0	1	1	-4	NA	NA	NA	NA	Control	Incongruent first	3.8	-1.4	-5.2
14255732	1969.925	2357.025	1273.293009	-0.304014863	Male	Neutral	White	us	47	0.3	"Black Names/Pleasant Words,White Names/Unpleasant Words"	4	-2	0	-1	-1	0	-2	-2	0	0	NA	NA	NA	NA	Control	Incongruent first	0.4	-1.2	-1.6
14255736	1602.625	1056.15	821.4392046	0.665265301	Female	Neutral	White	us	45	-0.65	"Black Names/Pleasant Words,White Names/Unpleasant Words"	1	-6	-1	-1	-5	-4	8	2	-2	3	NA	NA	NA	NA	Control	Incongruent first	-2	1	3
14255749	685.775	1118.7	520.1398119	0.832324291	Female	Moderately liberal	White	us	20	-0.82	"White Names/Pleasant Words,Black Names/Unpleasant Words"	-1	-2	1	1	0	1	-1	2	2	0	NA	NA	NA	NA	Control	Congruent first	0.4	0.2	-0.2
14255762	1338.5	1027.375	562.4347241	0.553175305	Female	Strongly liberal	Hispanic	us	58	-0.55	"Black Names/Pleasant Words,White Names/Unpleasant Words"	99	99	99	99	99	99	100	100	99	99	no	yes	1	1	Experimental	Incongruent first	99	99.4	0.4
14255772	1602.205128	1287.6	971.7589813	-0.323748104	Male	Moderately liberal	Black	us	17	0.32	"Black Names/Unpleasant Words,White Names/Pleasant Words"	99	41	99	45	31	35	-1	20	12	45	NA	NA	NA	NA	Control	Congruent first	61.8	23.4	-38.4
14255828	692.275	1240.7	481.8471314	1.13817218	Female	Moderately conservative	White	us	52	-1.11	"Black Names/Unpleasant Words,White Names/Pleasant Words"	2	47	0	-33	-19	-12	19	20	22	24	All were famous.	White ones were the bad ones.	1	1	Experimental	Congruent first	-12.4	26.4	38.8
14255839	982.7	1138.125	423.6532704	0.366868406	Female	Moderately conservative	White	us	26	-0.36	"Black Names/Unpleasant Words,White Names/Pleasant Words"	41	49	54	-1	-1	43	39	1	-1	-1	Lots of criminals.	No.	2	1	Experimental	Congruent first	27.2	17.4	-9.8
14255844	1038.625	1315.525	720.1490488	-0.384503736	Female	Strongly liberal	Black	us	40	0.44	"Black Names/Pleasant Words,White Names/Unpleasant Words"	100	-27	100	18	21	8	-22	-25	-27	-24	They both preached nonviolence and therefore were more socially accepted	The white men were notorious killers and the black men were famous and socially accepted.	1	1	Experimental	Incongruent first	49.4	-25	-74.4
14255850	826.25	1017.85	309.1300943	0.619803777	Female	Strongly liberal	White	us	74	-0.62	"Black Names/Unpleasant Words,White Names/Pleasant Words"	95	92	75	63	67	78	72	66	72	68	NA	NA	NA	NA	Control	Congruent first	75.6	74	-1.6
14255859	830.625	713	232.5161268	0.505878889	Female	Moderately liberal	White	us	44	-0.5	"Black Names/Pleasant Words,White Names/Unpleasant Words"	32	42	6	7	7	8	10	7	14	13	NA	NA	NA	NA	Control	Incongruent first	12	17.2	5.2
14255878	1172	1455.2	696.0171066	0.406886551	Female	Moderately liberal	White	us	33	-0.4	"White Names/Pleasant Words,Black Names/Unpleasant Words"	50	47	1	0	0	0	0	0	1	1	The white celebrities shown were known for crimes and the black celebrities shown were known for entertainment.	"This question feeling leading, or I don't understand the question."	1	1	Experimental	Congruent first	10.2	9.8	-0.4
14255882	866.525	1176	400.8252482	0.772094576	Female	Moderately liberal	White	us	53	-0.77	"White Names/Pleasant Words,Black Names/Unpleasant Words"	22	21	10	0	1	16	1	0	1	20	Black people were actors/entertainers and whites were criminals	Blacks were liked and whites were disliked	1	1	Experimental	Congruent first	9.8	8.6	-1.2
14255964	939.575	1216.6	659.8012396	0.419861291	Male	Neutral	Asian	us	47	-0.41	"Black Names/Unpleasant Words,White Names/Pleasant Words"	64	40	79	20	1	67	80	1	-1	67	"Most serial killers were white, many entertainers were black"	not sure	1	1	Experimental	Congruent first	46.2	37.4	-8.8
14256011	1843.925	796.9	743.6206276	1.408009624	Male	Neutral	Asian	us	75	-1.38	"Black Names/Pleasant Words,White Names/Unpleasant Words"	6	7	0	0	1	0	-1	-1	1	0	NA	NA	NA	NA	Control	Incongruent first	1.4	1.2	-0.2
14256013	765.825	750.95	242.0488754	0.061454531	Female	Moderately liberal	White	us	22	-0.06	"White Names/Unpleasant Words,Black Names/Pleasant Words"	-1	-1	0	0	0	0	-1	0	-1	0	NA	NA	NA	NA	Control	Incongruent first	-0.2	-0.6	-0.4
14256015	934.575	2103.512821	1410.090696	0.828980593	Female	Moderately liberal	White	us	32	-0.82	"Black Names/Unpleasant Words,White Names/Pleasant Words"	2	9	9	2	3	-1	2	0	4	3	NA	NA	NA	NA	Control	Congruent first	3	3.6	0.6
14256023	868.85	1360.8	633.0964247	0.777053828	Other	Strongly liberal	White	us	56	-0.77	"White Names/Pleasant Words,Black Names/Unpleasant Words"	96	25	99	99	99	97	89	68	47	46	NA	NA	NA	NA	Control	Congruent first	98	55	-43
14256027	1113.35	865.8	522.5679721	0.473718278	Female	Neutral	Hispanic	us	48	-0.47	"White Names/Unpleasant Words,Black Names/Pleasant Words"	64	56	3	-1	4	-2	2	0	1	-1	NA	NA	NA	NA	Control	Incongruent first	13.6	11.6	-2
14256039	1026.975	820.175	493.5746843	0.418984212	Male	Strongly liberal	White	us	28	-0.38	"Black Names/Pleasant Words,White Names/Unpleasant Words"	100	-69	24	0	-2	0	-11	-1	-57	-35	NA	NA	NA	NA	Control	Incongruent first	24.4	-34.6	-59
14256053	1291.375	1462.775	735.1601871	-0.233146467	Female	Slightly liberal	White	us	23	0.23	"White Names/Unpleasant Words,Black Names/Pleasant Words"	22	-22	1	-1	2	-1	-1	1	0	0	NA	NA	NA	NA	Control	Incongruent first	4.6	-4.4	-9
14256076	1471.025	1174.025	1120.614964	-0.265033048	Male	Moderately liberal	Black	us	30	0.26	"White Names/Pleasant Words,Black Names/Unpleasant Words"	100	-4	41	2	62	49	-22	-56	-56	-24	NA	NA	NA	NA	Control	Congruent first	50.8	-32.4	-83.2
14256141	1679.333333	1049.95	678.8239243	0.927167283	Female	Moderately conservative	White	us	68	-0.9	"White Names/Unpleasant Words,Black Names/Pleasant Words"	0	31	2	-11	-9	-18	1	32	14	21	NA	NA	NA	NA	Control	Incongruent first	-7.2	19.8	27
14256145	709.825	1590.025	1191.437094	0.738771694	Female	NA	White	us	23	-0.73	"White Names/Pleasant Words,Black Names/Unpleasant Words"	2	0	-2	-2	0	-1	-1	1	1	2	NA	NA	NA	NA	Control	Congruent first	-0.6	0.6	1.2
14256157	825.55	801.4	318.602088	-0.07579988	Female	Slightly liberal	White	us	47	0.07	"White Names/Pleasant Words,Black Names/Unpleasant Words"	26	23	46	-1	-1	1	-12	1	0	0	All of the white ones were criminals and the black were more positive individuals	"admired ones were black, disliked where white males"	1	1	Experimental	Congruent first	14.2	2.4	-11.8
14256160	1317.925	1118.875	592.946912	0.335696158	Female	Neutral	Multiracial	us	58	-0.33	"Black Names/Pleasant Words,White Names/Unpleasant Words"	58	84	81	57	79	66	48	51	53	60	THEY WERE MOSTLY BAD	THE AMDIRED INDIVIDUALS WERE MOSTLY BLACK	1	1	Experimental	Incongruent first	68.2	59.2	-9
14256195	1784.775	1099.025	943.4298938	0.72686906	Female	Neutral	NA	us	55	-0.73	"White Names/Unpleasant Words,Black Names/Pleasant Words"	3	2	-1	0	0	-1	1	-2	-1	-2	NA	NA	NA	NA	Control	Incongruent first	0.2	-0.4	-0.6
14256196	1030.925	1097.4	339.2795212	-0.195929892	Male	Slightly conservative	White	us	46	0.19	"Black Names/Pleasant Words,White Names/Unpleasant Words"	2	0	-1	0	1	1	0	0	2	-4	NA	NA	NA	NA	Control	Incongruent first	0.6	-0.4	-1
14256211	1833.425	1194.975	1039.951878	0.613922638	Female	Neutral	White	us	58	-0.61	"Black Names/Pleasant Words,White Names/Unpleasant Words"	-2	4	-3	-1	0	99	-1	0	-1	0	no	no	2	1	Experimental	Incongruent first	18.6	0.4	-18.2
14256247	652.775	879.025	247.1508841	0.915432696	Female	Moderately liberal	White	us	23	-0.91	"Black Names/Unpleasant Words,White Names/Pleasant Words"	59	67	63	29	-1	27	28	36	-23	-29	NA	NA	NA	NA	Control	Congruent first	35.4	15.8	-19.6
